ID_REF,7471147002_R01C01,7471147002_R01C02,7471147002_R02C01,7471147002_R02C02,7471147002_R03C01,7471147002_R03C02,7471147002_R04C01,7471147002_R04C02,7471147002_R05C01,7471147002_R05C02,7471147002_R06C02,7471147003_R01C02,7471147003_R02C01,7471147003_R02C02,7471147003_R03C01,7471147003_R03C02,7471147003_R04C02,7471147003_R05C01,7471147003_R05C02,7471147003_R06C01,7471147003_R06C02,7471147004_R01C01,7471147004_R02C01,7471147004_R03C01,7471147004_R03C02,7471147004_R04C01,7471147004_R04C02,7471147004_R05C01,7471147004_R05C02,7471147004_R06C01,7471147004_R06C02,7471147006_R01C01,7471147006_R01C02,7471147006_R02C01,7471147006_R02C02,7471147006_R03C01,7471147006_R03C02,7471147006_R04C01,7471147006_R04C02,7471147006_R05C01,7471147006_R05C02,7471147006_R06C01,7471147006_R06C02,7471147012_R01C01,7471147012_R01C02,7471147012_R02C01,7471147012_R02C02,7471147012_R03C01,7471147012_R03C02,7471147012_R04C01
cg00250483,0.744784817648945,0.75779065761624,0.734570164977798,0.740910942319232,0.737043544271235,0.751930275306529,0.696271709410362,0.754410243459368,0.761768866742751,0.748218325325412,0.750208926217837,0.770677869538552,0.777907727895881,0.767906335651547,0.694357339530385,0.741525789716254,0.757231176615324,0.74661740444444,0.762182635629393,0.703702245772089,0.757022976076542,0.725997198325242,0.660916588972607,0.6641688144773,0.687555325216338,0.681167926201079,0.720894464242374,0.670864231850044,0.730542048287673,0.742563363336627,0.624693793274238,0.746760802812915,0.673175535311328,0.776884882602368,0.736912585295358,0.683186823988671,0.680878430070079,0.771131866876674,0.713858457070797,0.747798551088567,0.676052261670159,0.722289839050155,0.729984426791186,0.747466532327652,0.769666014076983,0.748392599495702,0.66691617951376,0.767132246712691,0.728205935675427,0.761282543507021
cg00306838,0.847016305847816,0.835499055060645,0.828330680463851,0.814918737970616,0.842846979321267,0.836846703224058,0.84366007825479,0.8247631490408,0.85316578960384,0.825172725623103,0.859730406968148,0.831262011869078,0.867089212652123,0.839493091831454,0.842725626089756,0.822806788250805,0.830762375966124,0.836497365455755,0.829096745545302,0.834990209522591,0.829256059621291,0.842940512353742,0.825737098875648,0.830435463494364,0.827727106250235,0.847174553258321,0.823799774571166,0.815976105888083,0.826297623374462,0.85352853019341,0.835505308975786,0.830698623171862,0.840206399172324,0.830785427546283,0.826941393243551,0.82806910267441,0.83878484451953494,0.832990791164238,0.816649716563909,0.824851739396499,0.820198714917453,0.817246392917556,0.846128626854206,0.846385503183741,0.819160172781671,0.841723255786583,0.848870486320384,0.843880453111916,0.849007794670981,0.840474034531459
cg00327483,0.755965496989209,0.740039823898083,0.742379195601403,0.76729750441993,0.736494123901599,0.756920710406908,0.749168606860678,0.762044133183627,0.760151852594626,0.750866794706706,0.751118657477382,0.743887741352522,0.767345802598855,0.759595209480304,0.76367268968602,0.765747700930722,0.758598755709497,0.754823402802078,0.778730923089661,0.752801669729683,0.761802208109443,0.76156783043864,0.779779758282689,0.767808357828501,0.757968823708772,0.766464106312357,0.769581195474922,0.777771233160995,0.776513556164854,0.781965102276676,0.774253334160811,0.775948522436731,0.768546265534448,0.772356381236267,0.776351560297158,0.77390366869802,0.756172868483759,0.785357033149215,0.765164314193118,0.775600727712778,0.779980425457368,0.772308322105704,0.772056286887367,0.730186242223268,0.763971712641612,0.79095298862692,0.795350734909778,0.761222221323466,0.759013143038853,0.756914064076796
cg00396991,0.294168894334684,0.194756349017669,0.251522692479845,0.223994081427572,0.275560631015781,0.259673206879869,0.219969281008446,0.233366120944083,0.228750019974535,0.239920234077164,0.255438466494972,0.172875702520751,0.18453577746078,0.195213099664376,0.204468077409392,0.212800370080689,0.123828838601051,0.187105245324004,0.216290492088636,0.217040664007866,0.285533496361104,0.198964396214242,0.232817379543999,0.216129085742319,0.23417596047031,0.225863770842543,0.174334785500471,0.189448089300207,0.216689357799713,0.205339236197285,0.230890198286261,0.167755879419051,0.267681819308454,0.248519324548734,0.224710343162963,0.232531526990929,0.248541532004019,0.126450757757519,0.226425960256021,0.241487095753013,0.238982555455996,0.233430531380098,0.227410960258392,0.245207834276658,0.250905761041234,0.159370850412025,0.225189233048701,0.266538265954306,0.234841642003141,0.232575374420699
cg00397740,0.0519905781110877,0.043896634600744,0.0481950708274224,0.0551532158696899,0.0429760913823258,0.0467442301981729,0.0458844521545543,0.0432450141580354,0.0479355172367494,0.0484465063505487,0.0407597290778765,0.0522665116161029,0.0426386045750492,0.0508750208661074,0.0638635782020756,0.0489370225169926,0.0500717469497362,0.0554272690411363,0.0442888327346791,0.0425003098174763,0.0518187446694236,0.0525561129787658,0.0472043219358589,0.056896901161299,0.0501283927895003,0.0462198056966115,0.0423700840687107,0.0446671703681887,0.0382928196613809,0.0440370319234214,0.0453809582380993,0.0489122369369894,0.0584283678349638,0.0513575670484258,0.0508013013634061,0.0440252681285489,0.0697596624687387,0.0407560024627719,0.0570727625664166,0.0441000032816637,0.0583835722910049,0.0581332128673233,0.054535622095258,0.053366448975189,0.0420916222491412,0.0389253938732408,0.043065866152181,0.0584519721265388,0.0481485433994133,0.0446312050102738
cg00446235,0.0486276688276633,0.0648919132516462,0.0323127376512097,0.0750496935360118,0.0533514762660891,0.0404107036643815,0.034327366933558603,0.0421247287557138,0.032943533749113,0.0421504478523314,0.0289503003393908,0.0313997969974778,0.0474016129054446,0.0518709794683298,0.0639275875832782,0.0386308051383948,0.0563789558025108,0.0628926864678558,0.055611575317015,0.0515991963851913,0.0468750737341258,0.0428323629668894,0.0597220943826904,0.0374608822024583,0.0624771375624491,0.0432691493382368,0.0471736195252695,0.0491885278376258,0.0345399027435793,0.0734506061947675,0.042980815027909,0.102938162233173,0.0401210968067119,0.0900881958208514,0.0370582368915992,0.0335780125325362,0.0449390280532438,0.0501113119380205,0.0565991982744825,0.0393137169486211,0.0348546978265337,0.104404282114465,0.0356206547716969,0.048826398645879,0.0323032517618733,0.0642495005702217,0.0553240400849161,0.0327848276005052,0.0369221340039865,0.140422139981352
cg00457087,0.823138107421552,0.842651769211193,0.805504695234465,0.8100488699766,0.807031686300287,0.835900327587286,0.837526694556587,0.785108558090078,0.801317737246986,0.800327167398492,0.790813927115778,0.815473158887172,0.816415070912626,0.821965658236799,0.812605718839633,0.750843875046409,0.823248448821301,0.820618112502634,0.788094876550485,0.76450232860911,0.818887548042811,0.820950285912747,0.818286401782145,0.848555934810965,0.820407316248546,0.810992240098147,0.827171355078135,0.799895033937544,0.771460081865893,0.848450091346875,0.806108391996938,0.796411891813312,0.799053440469411,0.834640289089941,0.802759708452066,0.771607055337963,0.747407325046359,0.826755809199042,0.812267831187276,0.745283572204786,0.767481436103666,0.82086777132225,0.790600637945457,0.799628837242023,0.857272273680534,0.83455318427632,0.830095710891761,0.811896905902796,0.765535647338147,0.82792641403619
cg00532890,0.0652964790572419,0.0982781960388585,0.0521968656755866,0.0683587369701474,0.0825068729809751,0.0553571008152352,0.0330005818625643,0.0655711857105545,0.067118718436751,0.0412136302552061,0.0768318270544537,0.0635979758827186,0.0744858351550927,0.0848206417172249,0.0730451526232632,0.0545237664610451,0.0418520781027447,0.0543318180799788,0.0619614634307325,0.0662836659015402,0.0655395589684038,0.0869204998645597,0.0728436687614234,0.0948447209881939,0.0633161274001068,0.0467713734227823,0.0383063388584156,0.0695434744198054,0.0569779394927769,0.065424863349271,0.0775651863224636,0.0934998511979073,0.0327516880866147,0.050384645502627,0.0440063895003791,0.0938121741948101,0.0564470067979656,0.0507614455846962,0.0525748305521915,0.0693285661423383,0.0656185743018062,0.0611321841533093,0.0631249244889097,0.103381017687643,0.0496247083847127,0.105916691870682,0.0875518400524074,0.0731476498685407,0.0974120884260116,0.0406485706064285
cg00539925,0.843793794686127,0.816649014602423,0.837365673341851,0.853392940239935,0.818481908677488,0.849070425788844,0.844362402339538,0.864070510865236,0.863412943906247,0.848068558080224,0.847293487618257,0.852133611977313,0.843547137356166,0.842849717219742,0.846906523598243,0.855525072532354,0.836322193290201,0.855947060933937,0.844679151338182,0.863841256836368,0.849887187765575,0.858998261609729,0.864562204214568,0.865782308870521,0.863529760179188,0.860659477532462,0.856536888068497,0.840420923842087,0.858050130142097,0.865753347910456,0.87680166931311,0.883332576244392,0.856594745457755,0.847337318042728,0.838114829792414,0.866122943211473,0.872824866165367,0.867553098181253,0.857791991940968,0.853186295179174,0.85434597308847,0.852936300804106,0.859347925801301,0.844680093350271,0.844867608426196,0.845785135365462,0.873088475492904,0.850030315571927,0.865144618618271,0.825866472060652
cg00541479,0.0973788611153445,0.0704246921228355,0.0818642309687104,0.0904368154516934,0.0726064143097928,0.0747140303432568,0.0869158149345279,0.0758834208887492,0.0752752288979299,0.0858170232206606,0.0839953354687912,0.0801692395479337,0.0740205197640572,0.0757556842040724,0.0801767277751124,0.0837009562875602,0.0844088332625087,0.0777653373295363,0.080776607034835,0.076977131659616,0.0774225944760583,0.0641068074929543,0.0792743715177963,0.0729487707807288,0.077796823603645,0.087840013835433,0.0741711892174688,0.0820547044109386,0.0867484835271166,0.0797382908687552,0.0850151592236274,0.081527469290363,0.0792382621892836,0.0842712539461529,0.0701542506260513,0.0677361255983757,0.0858426502647863,0.0863716668758485,0.0727233557620506,0.0771446010114784,0.081306392482684,0.0773181700629061,0.0805741695130305,0.104627915117476,0.0801135237770815,0.0687203844472101,0.0650319351715887,0.0763149149108744,0.0729165870910874,0.0632852865604292
cg00549451,0.0935798382124303,0.108593742038298,0.128419367944194,0.104054715820587,0.111989494955897,0.0757196026448412,0.26800473854969,0.117110712389339,0.0900442622175184,0.0981635612634577,0.122414600588878,0.118303755817244,0.100205319642705,0.0866225506983023,0.119907021958728,0.2108067756213,0.0922267664319663,0.102403224397668,0.0988848023577968,0.0864402839508141,0.097076025980322,0.10967169854286,0.114859221376521,0.0983034772879811,0.170575156992934,0.103700445227417,0.0830368918541145,0.105190738261546,0.0986833455884555,0.107611865849799,0.100240542867811,0.104362969770178,0.113986159570381,0.106581860809906,0.0798612130266701,0.0912440174845315,0.0956746327448604,0.101013467339891,0.11369630652256,0.0929023970086209,0.105621362075052,0.110952932907449,0.118476043225241,0.11420621623433,0.099850754306515,0.0829854431716213,0.112002778572215,0.107440731588067,0.0829952364728586,0.117752810323554
cg00551648,0.0357249987191061,0.0409995840164313,0.0474601238871648,0.045739470147114,0.0608396009625093,0.0398091172347295,0.0380519561910281,0.0495300671580269,0.0379175300195522,0.0295658513105188,0.0452377864281529,0.036121503606702,0.0363828941631251,0.0320237590802759,0.0383854284070224,0.0563187178414442,0.0297398016035823,0.0452118458137531,0.0441698180903275,0.0443410710576027,0.0392487436788114,0.0295895968872013,0.0436790211322546,0.0478533307802156,0.0316704509368484,0.0440509130546303,0.0408635135133964,0.0334597083749178,0.0420504059784093,0.0336162038791415,0.0377204565497727,0.0374393558735709,0.0410872792086382,0.0463535447389674,0.0446743659478227,0.0491820160901767,0.0451015864843112,0.0400229125236583,0.0404473141465345,0.0363159963903906,0.0400914498149965,0.0425454213870808,0.045237290517267,0.0325562656547323,0.0489934815636929,0.0472791932434089,0.0330914996714418,0.0432403516299552,0.0374363907054352,0.0494305480686255
cg00689010,0.869876048525068,0.868242433974533,0.88913771260574,0.895438557344736,0.872432651074496,0.867613367852502,0.859396976147357,0.854801018708783,0.881700662081611,0.871594989029801,0.899128658987741,0.869851466288398,0.880172385655364,0.874889893560555,0.877829829437041,0.900113048515693,0.874215222505059,0.872961908980128,0.875207717589378,0.876640627379659,0.893656619792667,0.883606072016969,0.886983011532162,0.887607117736278,0.858575391117205,0.894617823208743,0.878028747763668,0.90369852063673,0.867231870657051,0.882065431070883,0.890700434214275,0.898642358145597,0.887872884008726,0.879846864358333,0.898895694258084,0.899122322362188,0.89959445367778,0.880933029385302,0.88379422616715,0.877585969897749,0.89740468959041,0.876785572545416,0.892177457278292,0.879061871493123,0.883775570870462,0.886643023041156,0.876426936964066,0.892573702681136,0.891201069749509,0.892631599144957
cg00714874,0.622457361686419,0.518363130475228,0.579686071213485,0.582672581478471,0.585624517424354,0.572542373757597,0.545720184168734,0.514649729034239,0.524993659312152,0.54085889917068,0.601845894986505,0.556334746092466,0.584152651398306,0.529573254398224,0.548745876124461,0.609889092401637,0.546432737541149,0.528544572304112,0.560069697621998,0.544999427292928,0.591728572342471,0.513566092992331,0.493743719608524,0.48849289880068,0.562736740774665,0.558330944751249,0.495610295807909,0.562835042445418,0.485332748764905,0.515330302986588,0.567333529134409,0.574870405707761,0.57668287743266,0.57791739320739,0.544856942286121,0.575600706540388,0.568211732142361,0.562946958777817,0.573700705671504,0.588251780975899,0.598694860280816,0.533912715180567,0.581767550072186,0.606719435214016,0.524005379914416,0.468593375794249,0.491275527101731,0.568688516714966,0.57146201320493,0.60788867055797
cg00756887,0.843510082850367,0.881744458809451,0.856422552621121,0.845640711648217,0.842589771429893,0.866712381445755,0.841981007068219,0.894677758416324,0.869102149496411,0.854511495497871,0.850628591514599,0.84610567191916,0.843185177547209,0.862418723199541,0.865744863896575,0.879230069874245,0.890304081097482,0.891565577154629,0.860586032505113,0.84869602626269,0.8556647405162,0.863849474228887,0.862499247233,0.879992997859273,0.8551952541045,0.88470998955755,0.864598501449559,0.881712843949586,0.847837929894715,0.87442112804178,0.843514494294493,0.834357846395815,0.873760452578497,0.890639324918326,0.839446217623472,0.855911940276539,0.879443325617983,0.87567164542995,0.863187845085368,0.857399419438817,0.849178814642761,0.854713767975043,0.902577700720631,0.828293850993468,0.868964683439855,0.900711389467422,0.853565243175037,0.84300453573055,0.872396880947126,0.862806542571461
cg00776464,0.0503464857481662,0.0394422592415317,0.0524197994850414,0.0317296478857851,0.0435334388447558,0.0454501275317137,0.0468241902077561,0.040200590431806,0.0458041508134877,0.0591308265363795,0.0542880355348013,0.0383144722636533,0.048161755120747,0.0465435682692319,0.0438259044972202,0.0514287149181568,0.0378494669998537,0.0487869036970119,0.0360179597970972,0.0439533692164946,0.0369759266913329,0.0441741544880726,0.0408681058553884,0.0420437783410088,0.0456969099451853,0.04242216418176,0.0436306961604105,0.0465952791253804,0.0433870149358312,0.0395395294920696,0.0560338889134309,0.0460582278505393,0.043057704561499,0.0344780060154445,0.0414060056648544,0.0473320256690765,0.0611576019816886,0.0441481870945011,0.0359092892610313,0.0404682284846966,0.0512658561937406,0.0499962738591168,0.0528104830093335,0.0517334721057263,0.0472460641143051,0.0415898671172226,0.0392709025987762,0.0406841156589849,0.0455735295264143,0.0452396985044883
cg00816397,0.0406172093413829,0.030121421497178,0.0355958329380202,0.0391893870871729,0.0429895806812093,0.0380158616984685,0.0426120509722024,0.0301326596417618,0.0312722935811987,0.0425941017469599,0.0369875937714487,0.0428217868184822,0.0313511875915559,0.0434525310629383,0.0389887932517757,0.0365075130289249,0.0393835166109365,0.0326407092547435,0.0300472728801677,0.0296436084500075,0.0377605929760808,0.0349361702185089,0.0383988751710937,0.0376620885306983,0.0341113091601827,0.036146934500184,0.038547900028333,0.0372127521397933,0.0438141713934483,0.02695942779996,0.0432689329509721,0.0396368284443141,0.0363058975489138,0.0305525294663747,0.0389275994944992,0.0351043942465474,0.0366972075662366,0.0343704147682302,0.0380170633667952,0.0385983701456147,0.0387224766780853,0.0365306807355518,0.0358529464168657,0.0369092611666954,0.0375277615556456,0.0298730494417428,0.0406339979881556,0.0257450322878472,0.0330291827661147,0.0346617861242479
cg00819233,0.927674356056841,0.901350841594199,0.914410095135092,0.891259788109494,0.892803683717866,0.944703039724243,0.937246800094537,0.888283926590292,0.940601643009603,0.921842183297058,0.911124055824575,0.894297259264178,0.936486642333384,0.924286899228364,0.947040570340051,0.940346080075864,0.930215963103627,0.899300207036618,0.912483172375576,0.92137373814495,0.930642158131009,0.941505631829631,0.944230801790493,0.92995551145189,0.927857155335266,0.942001854635354,0.927177849328111,0.923611479457251,0.937780367039404,0.955061505915396,0.91805343386399,0.940786090959592,0.933471819345953,0.950650183620821,0.93720797355738406,0.912783161143211,0.944255641151682,0.919803670722384,0.937883046180149,0.931806559997619,0.890850918236997,0.946272143940127,0.958924653596523,0.924039134149729,0.919186630748374,0.94622428929106694,0.925185761307393,0.945462674597168,0.94098879322131,0.944908313897719
cg00831970,0.8468139590249,0.858524374638272,0.852642780661928,0.881987953195825,0.843732326212459,0.869909086498492,0.859055217343503,0.86887315236266,0.869577407411971,0.848069214951364,0.833136022477887,0.879765204122173,0.861253043677953,0.866891312908351,0.856007372748651,0.861851929658085,0.865936807857158,0.877256569485432,0.857283087475051,0.832619891264028,0.866147444325676,0.867857492647812,0.868423349127249,0.840685811935981,0.845348020643802,0.84337012640974,0.865497970808821,0.845167195055561,0.855503834325918,0.873803343870017,0.856341509942249,0.876449585602768,0.854562295171354,0.870237960771257,0.867195435341099,0.843236596178608,0.851495815230792,0.853495784086092,0.86507255530977,0.85796305479439,0.869880082377403,0.872553570833337,0.869412111265525,0.866475032845321,0.858220511169386,0.859589143598022,0.871213988010446,0.859728499908893,0.868737885053234,0.848171901519265
cg00832644,0.808006435526873,0.821414262850094,0.841136789281433,0.834771675777295,0.783543903950582,0.84593299094972,0.827055004890325,0.835643897427635,0.848686284866686,0.839929235595872,0.846251066624597,0.821529039034952,0.829484105155601,0.827522402844637,0.811508600584984,0.83885156520024,0.80139186340636,0.833884407902002,0.828865048610459,0.838697406292036,0.836626584575763,0.846600907591717,0.845840507170707,0.844132255709505,0.84487662876907,0.865798896560672,0.840267639596867,0.870093793711088,0.835362446354088,0.866029082034948,0.82602317685275,0.849295867568466,0.846273706965062,0.843653170895369,0.836959071398401,0.83947551530148,0.857759216844666,0.839459000706413,0.846908583025838,0.846694803081976,0.862722517869238,0.830995134492735,0.831152010113383,0.835339590807581,0.81913410471832,0.832490863809131,0.875930401018751,0.869980126275305,0.855465224642634,0.836449347127153
